Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
Jun 2020,YEM,29826000,Aden,current,2020-02-01,2020-04-30,4,79704,0.08
Jun 2020,YEM,29826000,Aden,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Aden,first projection,2020-07-01,2020-12-31,all,997308,1.0
Jun 2020,YEM,29826000,Aden,first projection,2020-07-01,2020-12-31,3+,360432,0.36
Jun 2020,YEM,29826000,Aden,first projection,2020-07-01,2020-12-31,1,272293,0.27
Jun 2020,YEM,29826000,Aden,first projection,2020-07-01,2020-12-31,2,364584,0.37
Jun 2020,YEM,29826000,Aden,first projection,2020-07-01,2020-12-31,3,263701,0.26
Jun 2020,YEM,29826000,Aden,first projection,2020-07-01,2020-12-31,4,96730,0.1
Jun 2020,YEM,29826000,Aden,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Al Maharah,current,2020-02-01,2020-04-30,all,169327,1.0
Jun 2020,YEM,29826000,Al Maharah,current,2020-02-01,2020-04-30,3+,9104,0.05
Jun 2020,YEM,29826000,Al Maharah,current,2020-02-01,2020-04-30,1,60937,0.36
Jun 2020,YEM,29826000,Al Maharah,current,2020-02-01,2020-04-30,2,99287,0.59
Jun 2020,YEM,29826000,Al Maharah,current,2020-02-01,2020-04-30,3,8552,0.05
Jun 2020,YEM,29826000,Al Maharah,current,2020-02-01,2020-04-30,4,552,0
Jun 2020,YEM,29826000,Al Maharah,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Al Maharah,first projection,2020-07-01,2020-12-31,all,169327,1.0
Jun 2020,YEM,29826000,Al Maharah,first projection,2020-07-01,2020-12-31,3+,39951,0.24
Jun 2020,YEM,29826000,Al Maharah,first projection,2020-07-01,2020-12-31,1,32457,0.19
Jun 2020,YEM,29826000,Al Maharah,first projection,2020-07-01,2020-12-31,2,96920,0.57
Jun 2020,YEM,29826000,Al Maharah,first projection,2020-07-01,2020-12-31,3,33666,0.2
Jun 2020,YEM,29826000,Al Maharah,first projection,2020-07-01,2020-12-31,4,6284,0.04
Jun 2020,YEM,29826000,Al Maharah,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Socotra,current,2020-02-01,2020-04-30,all,68247,1.0
Jun 2020,YEM,29826000,Socotra,current,2020-02-01,2020-04-30,3+,31485,0.46
Jun 2020,YEM,29826000,Socotra,current,2020-02-01,2020-04-30,1,15514,0.23
Jun 2020,YEM,29826000,Socotra,current,2020-02-01,2020-04-30,2,21248,0.31
Jun 2020,YEM,29826000,Socotra,current,2020-02-01,2020-04-30,3,21248,0.31
Jun 2020,YEM,29826000,Socotra,current,2020-02-01,2020-04-30,4,10237,0.15
Jun 2020,YEM,29826000,Socotra,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Socotra,first projection,2020-07-01,2020-12-31,all,68247,1.0
Jun 2020,YEM,29826000,Socotra,first projection,2020-07-01,2020-12-31,3+,34897,0.51
Jun 2020,YEM,29826000,Socotra,first projection,2020-07-01,2020-12-31,1,12876,0.19
Jun 2020,YEM,29826000,Socotra,first projection,2020-07-01,2020-12-31,2,20474,0.3
Jun 2020,YEM,29826000,Socotra,first projection,2020-07-01,2020-12-31,3,24660,0.36
Jun 2020,YEM,29826000,Socotra,first projection,2020-07-01,2020-12-31,4,10237,0.15
Jun 2020,YEM,29826000,Socotra,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2019,YEM,30041712,Hajjah,current,2019-07-01,2019-09-30,all,452791,1.0
Jun 2019,YEM,30041712,Hajjah,current,2019-07-01,2019-09-30,3+,288177,0.64
Jun 2019,YEM,30041712,Hajjah,current,2019-07-01,2019-09-30,1,49435,0.11
Jun 2019,YEM,30041712,Hajjah,current,2019-07-01,2019-09-30,2,115179,0.25
Jun 2019,YEM,30041712,Hajjah,current,2019-07-01,2019-09-30,3,179156,0.4
Jun 2019,YEM,30041712,Hajjah,current,2019-07-01,2019-09-30,4,109021,0.24
Jun 2019,YEM,30041712,Hajjah,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Sa'ada,current,2019-07-01,2019-09-30,all,150392,1.0
Jun 2019,YEM,30041712,Sa'ada,current,2019-07-01,2019-09-30,3+,75196,0.5
Jun 2019,YEM,30041712,Sa'ada,current,2019-07-01,2019-09-30,1,30078,0.2
Jun 2019,YEM,30041712,Sa'ada,current,2019-07-01,2019-09-30,2,45118,0.3
Jun 2019,YEM,30041712,Sa'ada,current,2019-07-01,2019-09-30,3,52637,0.35
Jun 2019,YEM,30041712,Sa'ada,current,2019-07-01,2019-09-30,4,22559,0.15
Jun 2019,YEM,30041712,Sa'ada,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Ibb,current,2019-07-01,2019-09-30,all,146630,1.0
Jun 2019,YEM,30041712,Ibb,current,2019-07-01,2019-09-30,3+,65984,0.45
Jun 2019,YEM,30041712,Ibb,current,2019-07-01,2019-09-30,1,29326,0.2
Jun 2019,YEM,30041712,Ibb,current,2019-07-01,2019-09-30,2,51321,0.35
Jun 2019,YEM,30041712,Ibb,current,2019-07-01,2019-09-30,3,43989,0.3
Jun 2019,YEM,30041712,Ibb,current,2019-07-01,2019-09-30,4,21995,0.15
Jun 2019,YEM,30041712,Ibb,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Al Hudaydah,current,2019-07-01,2019-09-30,all,198241,1.0
Jun 2019,YEM,30041712,Al Hudaydah,current,2019-07-01,2019-09-30,3+,101320,0.51
Jun 2019,YEM,30041712,Al Hudaydah,current,2019-07-01,2019-09-30,1,28614,0.14
Jun 2019,YEM,30041712,Al Hudaydah,current,2019-07-01,2019-09-30,2,58099,0.29
Jun 2019,YEM,30041712,Al Hudaydah,current,2019-07-01,2019-09-30,3,74812,0.38
Jun 2019,YEM,30041712,Al Hudaydah,current,2019-07-01,2019-09-30,4,26508,0.13
Jun 2019,YEM,30041712,Al Hudaydah,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Taizz,current,2019-07-01,2019-09-30,all,594514,1.0
Jun 2019,YEM,30041712,Taizz,current,2019-07-01,2019-09-30,3+,316594,0.53
Jun 2019,YEM,30041712,Taizz,current,2019-07-01,2019-09-30,1,77645,0.13
Jun 2019,YEM,30041712,Taizz,current,2019-07-01,2019-09-30,2,197343,0.33
Jun 2019,YEM,30041712,Taizz,current,2019-07-01,2019-09-30,3,219490,0.37
Jun 2019,YEM,30041712,Taizz,current,2019-07-01,2019-09-30,4,97104,0.16
Jun 2019,YEM,30041712,Taizz,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Al Bayda,current,2019-07-01,2019-09-30,all,25144,1.0
Jun 2019,YEM,30041712,Al Bayda,current,2019-07-01,2019-09-30,3+,7543,0.3
Jun 2019,YEM,30041712,Al Bayda,current,2019-07-01,2019-09-30,1,4023,0.16
Jun 2019,YEM,30041712,Al Bayda,current,2019-07-01,2019-09-30,2,10058,0.4
Jun 2019,YEM,30041712,Al Bayda,current,2019-07-01,2019-09-30,3,7543,0.3
Jun 2019,YEM,30041712,Al Bayda,current,2019-07-01,2019-09-30,4,0,0
Jun 2019,YEM,30041712,Al Bayda,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Hadramaut,current,2019-07-01,2019-09-30,all,9315,1.0
Jun 2019,YEM,30041712,Hadramaut,current,2019-07-01,2019-09-30,3+,2981,0.32
Jun 2019,YEM,30041712,Hadramaut,current,2019-07-01,2019-09-30,1,1490,0.16
Jun 2019,YEM,30041712,Hadramaut,current,2019-07-01,2019-09-30,2,3540,0.38
Jun 2019,YEM,30041712,Hadramaut,current,2019-07-01,2019-09-30,3,2981,0.32
Jun 2019,YEM,30041712,Hadramaut,current,2019-07-01,2019-09-30,4,0,0
Jun 2019,YEM,30041712,Hadramaut,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Aden,current,2019-07-01,2019-09-30,all,144666,1.0
Jun 2019,YEM,30041712,Aden,current,2019-07-01,2019-09-30,3+,65100,0.45
Jun 2019,YEM,30041712,Aden,current,2019-07-01,2019-09-30,1,28933,0.2
Jun 2019,YEM,30041712,Aden,current,2019-07-01,2019-09-30,2,50633,0.35
Jun 2019,YEM,30041712,Aden,current,2019-07-01,2019-09-30,3,43400,0.3
Jun 2019,YEM,30041712,Aden,current,2019-07-01,2019-09-30,4,21700,0.15
Jun 2019,YEM,30041712,Aden,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Abyan,current,2019-07-01,2019-09-30,all,229081,1.0
Jun 2019,YEM,30041712,Abyan,current,2019-07-01,2019-09-30,3+,95114,0.41
Jun 2019,YEM,30041712,Abyan,current,2019-07-01,2019-09-30,1,45610,0.2
Jun 2019,YEM,30041712,Abyan,current,2019-07-01,2019-09-30,2,86925,0.38
Jun 2019,YEM,30041712,Abyan,current,2019-07-01,2019-09-30,3,69141,0.3
Jun 2019,YEM,30041712,Abyan,current,2019-07-01,2019-09-30,4,25973,0.11
Jun 2019,YEM,30041712,Abyan,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Lahj,current,2019-07-01,2019-09-30,all,37439,1.0
Jun 2019,YEM,30041712,Lahj,current,2019-07-01,2019-09-30,3+,9360,0.25
Jun 2019,YEM,30041712,Lahj,current,2019-07-01,2019-09-30,1,7488,0.2
Jun 2019,YEM,30041712,Lahj,current,2019-07-01,2019-09-30,2,20591,0.55
Jun 2019,YEM,30041712,Lahj,current,2019-07-01,2019-09-30,3,7488,0.2
Jun 2019,YEM,30041712,Lahj,current,2019-07-01,2019-09-30,4,1872,0.05
Jun 2019,YEM,30041712,Lahj,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Amran,current,2019-07-01,2019-09-30,all,188808,1.0
Jun 2019,YEM,30041712,Amran,current,2019-07-01,2019-09-30,3+,94048,0.5
Jun 2019,YEM,30041712,Amran,current,2019-07-01,2019-09-30,1,31750,0.17
Jun 2019,YEM,30041712,Amran,current,2019-07-01,2019-09-30,2,62702,0.33
Jun 2019,YEM,30041712,Amran,current,2019-07-01,2019-09-30,3,65444,0.35
Jun 2019,YEM,30041712,Amran,current,2019-07-01,2019-09-30,4,28604,0.15
Jun 2019,YEM,30041712,Amran,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Al Dhale'e,current,2019-07-01,2019-09-30,all,64847,1.0
Jun 2019,YEM,30041712,Al Dhale'e,current,2019-07-01,2019-09-30,3+,35666,0.55
Jun 2019,YEM,30041712,Al Dhale'e,current,2019-07-01,2019-09-30,1,9727,0.15
Jun 2019,YEM,30041712,Al Dhale'e,current,2019-07-01,2019-09-30,2,19454,0.3
Jun 2019,YEM,30041712,Al Dhale'e,current,2019-07-01,2019-09-30,3,25939,0.4
Jun 2019,YEM,30041712,Al Dhale'e,current,2019-07-01,2019-09-30,4,9727,0.15
Jun 2019,YEM,30041712,Al Dhale'e,current,2019-07-01,2019-09-30,5,0,0
Jun 2019,YEM,30041712,Al Mahwit,current,2019-07-01,2019-09-30,all,138925,1.0
Jun 2019,YEM,30041712,Al Mahwit,current,2019-07-01,2019-09-30,3+,69463,0.5
Jun 2019,YEM,30041712,Al Mahwit,current,2019-07-01,2019-09-30,1,20839,0.15
Jun 2019,YEM,30041712,Al Mahwit,current,2019-07-01,2019-09-30,2,48624,0.35
Jun 2019,YEM,30041712,Al Mahwit,current,2019-07-01,2019-09-30,3,48624,0.35
Jun 2019,YEM,30041712,Al Mahwit,current,2019-07-01,2019-09-30,4,20839,0.15
Jun 2019,YEM,30041712,Al Mahwit,current,2019-07-01,2019-09-30,5,0,0
Dec 2018,YEM,29884585,Al Dhalee,current,2018-12-01,2019-01-31,all,779656,1.0
Dec 2018,YEM,29884585,Al Dhalee,current,2018-12-01,2019-01-31,3+,425500,0.55
Dec 2018,YEM,29884585,Al Dhalee,current,2018-12-01,2019-01-31,1,122000,0.16
Dec 2018,YEM,29884585,Al Dhalee,current,2018-12-01,2019-01-31,2,232500,0.3
Dec 2018,YEM,29884585,Al Dhalee,current,2018-12-01,2019-01-31,3,295000,0.38
Dec 2018,YEM,29884585,Al Dhalee,current,2018-12-01,2019-01-31,4,129000,0.17
Dec 2018,YEM,29884585,Al Dhalee,current,2018-12-01,2019-01-31,5,1500,0
Dec 2018,YEM,29884585,Amanat Al Asimah,current,2018-12-01,2019-01-31,all,3406643,1.0
Dec 2018,YEM,29884585,Amanat Al Asimah,current,2018-12-01,2019-01-31,3+,1783000,0.52
Dec 2018,YEM,29884585,Amanat Al Asimah,current,2018-12-01,2019-01-31,1,606500,0.18
Dec 2018,YEM,29884585,Amanat Al Asimah,current,2018-12-01,2019-01-31,2,1017000,0.3
Dec 2018,YEM,29884585,Amanat Al Asimah,current,2018-12-01,2019-01-31,3,1375000,0.4
Dec 2018,YEM,29884585,Amanat Al Asimah,current,2018-12-01,2019-01-31,4,408000,0.12
Dec 2018,YEM,29884585,Amanat Al Asimah,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Dhamar,current,2018-12-01,2019-01-31,all,2176229,1.0
Dec 2018,YEM,29884585,Dhamar,current,2018-12-01,2019-01-31,3+,1216500,0.56
Dec 2018,YEM,29884585,Dhamar,current,2018-12-01,2019-01-31,1,411500,0.19
Dec 2018,YEM,29884585,Dhamar,current,2018-12-01,2019-01-31,2,548000,0.25
Dec 2018,YEM,29884585,Dhamar,current,2018-12-01,2019-01-31,3,785000,0.36
Dec 2018,YEM,29884585,Dhamar,current,2018-12-01,2019-01-31,4,431500,0.2
Dec 2018,YEM,29884585,Dhamar,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Al Bayda,current,2018-12-01,2019-01-31,all,775404,1.0
Dec 2018,YEM,29884585,Al Bayda,current,2018-12-01,2019-01-31,3+,436500,0.56
Dec 2018,YEM,29884585,Al Bayda,current,2018-12-01,2019-01-31,1,91500,0.12
Dec 2018,YEM,29884585,Al Bayda,current,2018-12-01,2019-01-31,2,247500,0.32
Dec 2018,YEM,29884585,Al Bayda,current,2018-12-01,2019-01-31,3,315500,0.41
Dec 2018,YEM,29884585,Al Bayda,current,2018-12-01,2019-01-31,4,119500,0.15
Dec 2018,YEM,29884585,Al Bayda,current,2018-12-01,2019-01-31,5,1500,0
Dec 2018,YEM,29884585,Hadramaut,current,2018-12-01,2019-01-31,all,1510895,1.0
Dec 2018,YEM,29884585,Hadramaut,current,2018-12-01,2019-01-31,3+,560000,0.37
Dec 2018,YEM,29884585,Hadramaut,current,2018-12-01,2019-01-31,1,372000,0.25
Dec 2018,YEM,29884585,Hadramaut,current,2018-12-01,2019-01-31,2,579500,0.38
Dec 2018,YEM,29884585,Hadramaut,current,2018-12-01,2019-01-31,3,414500,0.27
Dec 2018,YEM,29884585,Hadramaut,current,2018-12-01,2019-01-31,4,145500,0.1
Dec 2018,YEM,29884585,Hadramaut,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Ibb,current,2018-12-01,2019-01-31,all,3080130,1.0
Dec 2018,YEM,29884585,Ibb,current,2018-12-01,2019-01-31,3+,1442000,0.47
Dec 2018,YEM,29884585,Ibb,current,2018-12-01,2019-01-31,1,573500,0.19
Dec 2018,YEM,29884585,Ibb,current,2018-12-01,2019-01-31,2,1064500,0.35
Dec 2018,YEM,29884585,Ibb,current,2018-12-01,2019-01-31,3,1020500,0.33
Dec 2018,YEM,29884585,Ibb,current,2018-12-01,2019-01-31,4,421500,0.14
Dec 2018,YEM,29884585,Ibb,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Al Jawf,current,2018-12-01,2019-01-31,all,603816,1.0
Dec 2018,YEM,29884585,Al Jawf,current,2018-12-01,2019-01-31,3+,275000,0.45
Dec 2018,YEM,29884585,Al Jawf,current,2018-12-01,2019-01-31,1,111500,0.18
Dec 2018,YEM,29884585,Al Jawf,current,2018-12-01,2019-01-31,2,217000,0.36
Dec 2018,YEM,29884585,Al Jawf,current,2018-12-01,2019-01-31,3,188000,0.31
Dec 2018,YEM,29884585,Al Jawf,current,2018-12-01,2019-01-31,4,87000,0.14
Dec 2018,YEM,29884585,Al Jawf,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Saada,current,2018-12-01,2019-01-31,all,961547,1.0
Dec 2018,YEM,29884585,Saada,current,2018-12-01,2019-01-31,3+,621000,0.64
Dec 2018,YEM,29884585,Saada,current,2018-12-01,2019-01-31,1,110000,0.11
Dec 2018,YEM,29884585,Saada,current,2018-12-01,2019-01-31,2,231000,0.24
Dec 2018,YEM,29884585,Saada,current,2018-12-01,2019-01-31,3,427500,0.44
Dec 2018,YEM,29884585,Saada,current,2018-12-01,2019-01-31,4,186500,0.19
Dec 2018,YEM,29884585,Saada,current,2018-12-01,2019-01-31,5,7000,0.01
Dec 2018,YEM,29884585,Lahj,current,2018-12-01,2019-01-31,all,1058219,1.0
Dec 2018,YEM,29884585,Lahj,current,2018-12-01,2019-01-31,3+,586000,0.55
Dec 2018,YEM,29884585,Lahj,current,2018-12-01,2019-01-31,1,172500,0.16
Dec 2018,YEM,29884585,Lahj,current,2018-12-01,2019-01-31,2,300000,0.28
Dec 2018,YEM,29884585,Lahj,current,2018-12-01,2019-01-31,3,426000,0.4
Dec 2018,YEM,29884585,Lahj,current,2018-12-01,2019-01-31,4,160000,0.15
Dec 2018,YEM,29884585,Lahj,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Al Hudaydah,current,2018-12-01,2019-01-31,all,2985122,1.0
Dec 2018,YEM,29884585,Al Hudaydah,current,2018-12-01,2019-01-31,3+,1691000,0.57
Dec 2018,YEM,29884585,Al Hudaydah,current,2018-12-01,2019-01-31,1,526500,0.18
Dec 2018,YEM,29884585,Al Hudaydah,current,2018-12-01,2019-01-31,2,767500,0.26
Dec 2018,YEM,29884585,Al Hudaydah,current,2018-12-01,2019-01-31,3,1126500,0.38
Dec 2018,YEM,29884585,Al Hudaydah,current,2018-12-01,2019-01-31,4,558500,0.19
Dec 2018,YEM,29884585,Al Hudaydah,current,2018-12-01,2019-01-31,5,6000,0
Dec 2018,YEM,29884585,Amran,current,2018-12-01,2019-01-31,all,1205960,1.0
Dec 2018,YEM,29884585,Amran,current,2018-12-01,2019-01-31,3+,715500,0.59
Dec 2018,YEM,29884585,Amran,current,2018-12-01,2019-01-31,1,184000,0.15
Dec 2018,YEM,29884585,Amran,current,2018-12-01,2019-01-31,2,306500,0.25
Dec 2018,YEM,29884585,Amran,current,2018-12-01,2019-01-31,3,451000,0.37
Dec 2018,YEM,29884585,Amran,current,2018-12-01,2019-01-31,4,253500,0.21
Dec 2018,YEM,29884585,Amran,current,2018-12-01,2019-01-31,5,11000,0.01
Dec 2018,YEM,29884585,Marib,current,2018-12-01,2019-01-31,all,463631,1.0
Dec 2018,YEM,29884585,Marib,current,2018-12-01,2019-01-31,3+,203500,0.44
Dec 2018,YEM,29884585,Marib,current,2018-12-01,2019-01-31,1,124240,0.27
Dec 2018,YEM,29884585,Marib,current,2018-12-01,2019-01-31,2,136000,0.29
Dec 2018,YEM,29884585,Marib,current,2018-12-01,2019-01-31,3,126000,0.27
Dec 2018,YEM,29884585,Marib,current,2018-12-01,2019-01-31,4,77500,0.17
Dec 2018,YEM,29884585,Marib,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Taizz,current,2018-12-01,2019-01-31,all,3065034,1.0
Dec 2018,YEM,29884585,Taizz,current,2018-12-01,2019-01-31,3+,1739000,0.57
Dec 2018,YEM,29884585,Taizz,current,2018-12-01,2019-01-31,1,433000,0.14
Dec 2018,YEM,29884585,Taizz,current,2018-12-01,2019-01-31,2,892500,0.29
Dec 2018,YEM,29884585,Taizz,current,2018-12-01,2019-01-31,3,1186000,0.39
Dec 2018,YEM,29884585,Taizz,current,2018-12-01,2019-01-31,4,542500,0.18
Dec 2018,YEM,29884585,Taizz,current,2018-12-01,2019-01-31,5,10500,0
Dec 2018,YEM,29884585,Hajjah,current,2018-12-01,2019-01-31,all,2405057,1.0
Dec 2018,YEM,29884585,Hajjah,current,2018-12-01,2019-01-31,3+,1592000,0.66
Dec 2018,YEM,29884585,Hajjah,current,2018-12-01,2019-01-31,1,271500,0.11
Dec 2018,YEM,29884585,Hajjah,current,2018-12-01,2019-01-31,2,541500,0.23
Dec 2018,YEM,29884585,Hajjah,current,2018-12-01,2019-01-31,3,994000,0.41
Dec 2018,YEM,29884585,Hajjah,current,2018-12-01,2019-01-31,4,579000,0.24
Dec 2018,YEM,29884585,Hajjah,current,2018-12-01,2019-01-31,5,19000,0.01
Dec 2018,YEM,29884585,Abyan,current,2018-12-01,2019-01-31,all,615154,1.0
Dec 2018,YEM,29884585,Abyan,current,2018-12-01,2019-01-31,3+,258500,0.42
Dec 2018,YEM,29884585,Abyan,current,2018-12-01,2019-01-31,1,125000,0.2
Dec 2018,YEM,29884585,Abyan,current,2018-12-01,2019-01-31,2,232000,0.38
Dec 2018,YEM,29884585,Abyan,current,2018-12-01,2019-01-31,3,179000,0.29
Dec 2018,YEM,29884585,Abyan,current,2018-12-01,2019-01-31,4,79500,0.13
Dec 2018,YEM,29884585,Abyan,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Raymah,current,2018-12-01,2019-01-31,all,646854,1.0
Dec 2018,YEM,29884585,Raymah,current,2018-12-01,2019-01-31,3+,301000,0.47
Dec 2018,YEM,29884585,Raymah,current,2018-12-01,2019-01-31,1,147500,0.23
Dec 2018,YEM,29884585,Raymah,current,2018-12-01,2019-01-31,2,198500,0.31
Dec 2018,YEM,29884585,Raymah,current,2018-12-01,2019-01-31,3,217500,0.34
Dec 2018,YEM,29884585,Raymah,current,2018-12-01,2019-01-31,4,83500,0.13
Dec 2018,YEM,29884585,Raymah,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Sanaa,current,2018-12-01,2019-01-31,all,1469960,1.0
Dec 2018,YEM,29884585,Sanaa,current,2018-12-01,2019-01-31,3+,691000,0.47
Dec 2018,YEM,29884585,Sanaa,current,2018-12-01,2019-01-31,1,258500,0.18
Dec 2018,YEM,29884585,Sanaa,current,2018-12-01,2019-01-31,2,520500,0.35
Dec 2018,YEM,29884585,Sanaa,current,2018-12-01,2019-01-31,3,474000,0.32
Dec 2018,YEM,29884585,Sanaa,current,2018-12-01,2019-01-31,4,217000,0.15
Dec 2018,YEM,29884585,Sanaa,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Al Maharah,current,2018-12-01,2019-01-31,all,169327,1.0
Dec 2018,YEM,29884585,Al Maharah,current,2018-12-01,2019-01-31,3+,49500,0.3
Dec 2018,YEM,29884585,Al Maharah,current,2018-12-01,2019-01-31,1,53000,0.31
Dec 2018,YEM,29884585,Al Maharah,current,2018-12-01,2019-01-31,2,66500,0.39
Dec 2018,YEM,29884585,Al Maharah,current,2018-12-01,2019-01-31,3,31500,0.19
Dec 2018,YEM,29884585,Al Maharah,current,2018-12-01,2019-01-31,4,18000,0.11
Dec 2018,YEM,29884585,Al Maharah,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Shabwah,current,2018-12-01,2019-01-31,all,665881,1.0
Dec 2018,YEM,29884585,Shabwah,current,2018-12-01,2019-01-31,3+,369000,0.56
Dec 2018,YEM,29884585,Shabwah,current,2018-12-01,2019-01-31,1,99500,0.15
Dec 2018,YEM,29884585,Shabwah,current,2018-12-01,2019-01-31,2,197500,0.3
Dec 2018,YEM,29884585,Shabwah,current,2018-12-01,2019-01-31,3,244500,0.37
Dec 2018,YEM,29884585,Shabwah,current,2018-12-01,2019-01-31,4,124500,0.19
Dec 2018,YEM,29884585,Shabwah,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Al Mahwit,current,2018-12-01,2019-01-31,all,774511,1.0
Dec 2018,YEM,29884585,Al Mahwit,current,2018-12-01,2019-01-31,3+,447500,0.58
Dec 2018,YEM,29884585,Al Mahwit,current,2018-12-01,2019-01-31,1,127000,0.16
Dec 2018,YEM,29884585,Al Mahwit,current,2018-12-01,2019-01-31,2,200000,0.26
Dec 2018,YEM,29884585,Al Mahwit,current,2018-12-01,2019-01-31,3,287000,0.37
Dec 2018,YEM,29884585,Al Mahwit,current,2018-12-01,2019-01-31,4,153500,0.2
Dec 2018,YEM,29884585,Al Mahwit,current,2018-12-01,2019-01-31,5,7000,0.01
Dec 2018,YEM,29884585,Aden,current,2018-12-01,2019-01-31,all,997308,1.0
Dec 2018,YEM,29884585,Aden,current,2018-12-01,2019-01-31,3+,458500,0.46
Dec 2018,YEM,29884585,Aden,current,2018-12-01,2019-01-31,1,181500,0.18
Dec 2018,YEM,29884585,Aden,current,2018-12-01,2019-01-31,2,357000,0.36
Dec 2018,YEM,29884585,Aden,current,2018-12-01,2019-01-31,3,284500,0.29
Dec 2018,YEM,29884585,Aden,current,2018-12-01,2019-01-31,4,174000,0.17
Dec 2018,YEM,29884585,Aden,current,2018-12-01,2019-01-31,5,0,0
Dec 2018,YEM,29884585,Socotra,current,2018-12-01,2019-01-31,all,68247,1.0
Dec 2018,YEM,29884585,Socotra,current,2018-12-01,2019-01-31,3+,38374,0.57
Dec 2018,YEM,29884585,Socotra,current,2018-12-01,2019-01-31,1,7500,0.11
Dec 2018,YEM,29884585,Socotra,current,2018-12-01,2019-01-31,2,21867,0.32
Dec 2018,YEM,29884585,Socotra,current,2018-12-01,2019-01-31,3,30874,0.45
Dec 2018,YEM,29884585,Socotra,current,2018-12-01,2019-01-31,4,7500,0.12
Dec 2018,YEM,29884585,Socotra,current,2018-12-01,2019-01-31,5,0,0
